location_see_also_uris,children,alternate_location_names,elevation,rank_at_foundation,parent,place_see_also_uris,dedication,location_category,earliest_attestation_label,earliest_attestation_max_year,english_place_name,positional_accuracy_assessment,place_references,founders,type,italian_place_name,longitude,comune,alternate_place_names,updated_at,place_category,notes,attestation_types,record_status,reign_of_earliest_attestation_label,updated_by,latitude,order,seismic_class_id,gender,earliest_attestation_min_year,historical_province,archaeological_remains,province,created_by,created_at
http://www.geonames.org/2525088/castell-umberto.html,,Mallimaco (unknown)|Castania (unknown)|Quastania (unknown)|Castaniae (unknown),0.0,Abbey,,,the Virgin Mary,associated_modern,1131,1131,Saint Mary of Mallimachi,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 101, 400",,monastery,Santa Maria di Mallimachi,14.8055513,Castell'Umberto,,2019-10-09T03:54:22.042Z,abbey,"Luigi Santagati, Viabilità e topografia della Sicilia antica, vol. 2 (Caltanissetta: Edizioni Lusografica, 2013), 104 (s.v. ""Mallimaco""), places Mallimachi near Castell'Umberto and we have used this town as the monastery's marker.",documentary,draft,Reign of King Roger II,Joe Hayes,38.0837188,Basilians,2,Male,1131,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.042Z
http://www.geonames.org/2524310/mandanici.html,,Mandanichium (unknown)|Mashjmonli (unknown)|Mandanich (unknown)|Mandanichi (unknown),319.0,Abbey,,,the Virgin Mary,representative,1100,1100,Saint Mary of Mandanici,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42, 145 n.|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 96-97, 238, 357",Count Roger I (Male),monastery,Santa Maria di Mandanici,15.33537,Mandanici,,2019-10-09T03:54:22.053Z,abbey,,"documentary, archaeological",draft,Reign of Count Roger I,Joe Hayes,37.995241,Basilians,1,Male,1100,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.053Z
http://www.geonames.org/2524245/marsala.html,,Marsa-Ali (unknown)|Marsa-Allah (unknown),56.0,Abbey,Abbey of Santa Maria della Crypta,,the Virgin Mary,representative,1098-1108,1108,Saint Mary of the Grotto,generic_handheld_gps,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 21-24, 42-44, 195-196|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42, 45, 60|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 128, 130, 132, 140, 358, 405, 407",Admiral? Christodoulos? (Male),monastery,Santa Maria della Grotta,12.4424612,Marsala,,2019-10-09T03:54:22.064Z,abbey,"There is some confusion here. White, p. 42, locates this house in Marsala. But Graham Loud thinks it was in Palermo but had been given a house in Marsala so that the monks of Palermo would revive the house to the west (Latin Church in Norman Italy (Cambridge: Cambridge University Press, 2007), p. 508). Scaduto, pp.131-32, argues that the confusion comes from the two houses having the same name and maintains that the monastery in Palermo had been united with the one in Marsala at the end of the twelfth century. In July 2019, we met a representative of the Museo Archeologico Lillibeo at the site. It has been rebuilt, having suffered significant damage during World War II, and there is no sign of a Norman presence. Excessive vegetation prevented us from accessing the interior. Michele, the representative, told us that up until approximately 30 years ago the site was in use but then was closed on account of structural concerns.  Until about 15 years ago, it was possible to access the entrance. The site has been vandalized and we were told that an altar and a statue of the Virgin Mary has been taken. There is graffiti as well. There is a business being run from the area just behind an exterior wall. The site is built over a Punic burial ground. Stairs that descend to the entrance perhaps suggest the presence of the grotto after which this monastery hadx been named. The site is now autonomous and is under the care of Marsala's polo museale. It is possible to view the exterior without a guide, but entrance into the gated area can only be made possible by a representative.","documentary, archaeological",draft,,Joe Hayes,37.799186,Basilians,2,Male,1098,Val di Mazara,unknown,Trapani,Joe Hayes,2019-10-09T03:54:22.064Z
http://www.geonames.org/2524170/messina.html,,Massîni (unknown),0.0,Abbey,,,the Virgin Mary,associated_modern,before 1114,1114,Saint Mary of Massa,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 121, 363",Nicholas Grafeos (Male),monastery,Santa Maria di Massa,15.54915,Messina,Santa Maria di Austro (unknown),2019-10-09T03:54:22.076Z,abbey,,documentary,draft,Reign of Count Roger II,Joe Hayes,38.26979,Basilians,1,Male,,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.076Z
http://www.geonames.org/2524170/messina.html,,Massîni (unknown),167.0,Abbey,,http://www.medioevosicilia.eu/markIII/monastero-di-santa-maria-di-mili-presso-messina/,the Virgin Mary,representative,1090,1090,Saint Mary of Mili,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 39 n., 42, 71 n., 236 n.|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 83, 81 ff., 251, 357, 375, 385",Count Roger I (Male),monastery,Santa Maria di Mili,15.490884,Messina,,2019-10-09T03:54:22.087Z,abbey,,"documentary, archaeological",draft,Norman Conquest of Sicily,Joe Hayes,38.124229,Basilians,1,Male,1090,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.087Z
http://www.geonames.org/2523920/palermo.html,,Bn.rm (unknown)|Balarm (unknown)|Balarmuh (unknown)|Bân.rm (unknown)|Panormus (unknown),15.0,Abbey,,,the Virgin Mary,representative,1140,1140,Saint Mary of the Admiral,google_earth,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 209-210|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42, 127 n.4, 161, 289|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 62, 159 n., 245",Admiral George of Antioch (Male),monastery,Santa Maria dell'Ammiraglio,13.362868,Palermo,Santa Maria di Crisè (unknown)|Santa Maria la Pinta (unknown),2019-10-09T03:54:22.098Z,abbey,"White (p. 42) suggests that this monastery may have also been known under the names of ""Santa Maria de Crisè"" and ""Santa Maria la Pinta."" Scaduto, on the other hand, considers them as separate entities (p. 160) as does Giunta (p. 729). ",documentary,draft,Reign of King Roger II,Joe Hayes,38.114766,Basilians,2,Female,1140,Val di Mazara,unknown,Palermo,Joe Hayes,2019-10-09T03:54:22.098Z
http://www.geonames.org/2523866/paterno.html,,Bâtarnû (unknown)|Paternio (unknown)|Castrum Paternionis (unknown),300.0,Abbey,,,the Virgin Mary,representative,before 1166,1166,Saint Mary of Scala,generic_handheld_gps,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 124-126|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42",Hermit Steven (Male),monastery,Santa Maria di Scala,14.9212254,Paternò,,2019-10-09T03:54:22.110Z,abbey,"The ruins are located in Contrada Giaconia. Visited the site in July 2016. It is behind a padlocked fence, apparently on private property.  The images reflect how difficult it is to access.","documentary, archaeological",draft,Regency of Queen Margaret of Navarre,Joe Hayes,37.5617072,Basilians,2,Male,,Val Demone,unknown,Catania,Joe Hayes,2019-10-09T03:54:22.110Z
http://www.geonames.org/2522774/vicari.html,,Biccari (unknown)|Bikû (unknown)|Boico (unknown)|Biccarum (unknown)|Castrum Biccari (unknown),0.0,Abbey,,,the Virgin Mary,associated_modern,before 1097,1097,Saint Mary of Vicari,unknown,"Garufi, Carlo Alberto. I documenti inediti dell'epoca normanna in Sicilia. Palermo: Lo Statuto, 1899. pp. 126-127|White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 35, 39 n., 42|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 122, 123, 124",Count Roger I (Male),monastery,Santa Maria di Vicari,13.571007,Vicari,,2019-10-09T03:54:22.120Z,abbey,,documentary,draft,Reign of Count Roger I,Joe Hayes,37.825702,Basilians,2,Male,,Val di Mazara,unknown,Palermo,Joe Hayes,2019-10-09T03:54:22.120Z
http://www.geonames.org/2522849/troina.html,,Traina (unknown)|Targinis (unknown)|Trayna (unknown)|Castrum Troinae (unknown)|Castrum Trainae (unknown)|Draginat (unknown)|Targinis (unknown),0.0,Abbey,,,Saint Mercurius,associated_modern,1131,1131,Saint Mercurius of Troina,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 87, 186, 363, 375, 390",,monastery,San Mercurio di Troina,14.60082,Troina,,2019-10-09T03:54:22.132Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,37.78525,Basilians,2,Male,1131,Val Demone,unknown,Enna,Joe Hayes,2019-10-09T03:54:22.132Z
http://www.geonames.org/10376094/saint-nicolo-regale.html,,Mâzar (unknown)|Castrum Maczarie (unknown),2.0,Abbey,,,Saint Nicholas,representative,c. 1100?,1109,Saint Nicholas Regale,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 41, 43",,monastery,San Nicolò Regale,12.5874,Mazara,,2019-10-09T03:54:22.143Z,abbey,,"documentary, archaeological",draft,,Joe Hayes,37.65359,Basilians,2,Male,1091,Val di Mazara,unknown,Trapani,Joe Hayes,2019-10-09T03:54:22.143Z
http://www.geonames.org/2524205/mazara-del-vallo.html,,Mâzar (unknown)|Castrum Maczarie (unknown),12.0,Abbey,,,Saint Michael the Archangel,representative,1124,1124,Saint Michael of Mazara,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42, 59|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 405",Admiral George of Antioch (Male),monastery,San Michele di Mazara,12.5908556,Mazara,,2019-10-09T03:54:22.154Z,abbey,"Nothing from the Norman period seems to have survived, a confirmation in 2019 of the original observation done in 2016.The interior, as well as the exterior, have been completely redone in a Baroque style. A statue of St. Michael is still located in a privileged place at the top of the church's facade, and he is accompanied by other holy figures, made at a significantly later date. The church today is surrounded by numerous buildings in a farily densely-packed setting, including an attached Benedictine nunery, a parrochial guest house, a B&B and numerous residential buildings. The piazza in front of the church is used for parking. This usage - as well as bird droppings, plants growing on the facade and human vandalism - present significant challenges to the current structure. As of the summer of 2019, the church was regularly opened in the early morning for mass, though its hours were very limited.",documentary,draft,Reign of Count Roger II,Joe Hayes,37.6534828,Basilians,2,Female,1124,Val di Mazara,unknown,Trapani,Joe Hayes,2019-10-09T03:54:22.154Z
http://www.geonames.org/2524764/ficarra.html,,Ficcara (unknown)|Fulgerino (unknown)|Filarino (unknown)|Ficarie (unknown),0.0,Abbey,,http://www.medioevosicilia.eu/markIII/monastero-del-san-michele-al-fulgerino-presso-piedimonte-etneo/,Saint Michael the Archangel,associated_modern,1131,1131,Saint Michael of Ficarra,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 80",,monastery,San Michele di Ficarra,14.8274471,Ficarra,San Michele di Fulgerino (unknown),2019-10-09T03:54:22.165Z,abbey,"There is some confusion here. White sees this as a separate house that may have been also referred to as ""San Michele di Fulgerino"" and ""San Michele di Filarino"" (p. 42). Scaduto, however, asserts (p. 80) that San Michele/Sant'Angelo di Ficarra was the same house as San Michele/Sant'Angelo di Brolo (attested to as of 1084) and that San Michele di Fulgerino/San Michele di Filarino, located in Linguaglossa, is not attested to until the 15th century.",documentary,draft,Reign of King Roger II,Joe Hayes,38.1104051,Basilians,2,Male,1131,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.165Z
http://www.geonames.org/11821412/ruderi-del-monastero-di-s-michele-arcangelo.html,,Traina (unknown)|Targinis (unknown)|Trayna (unknown)|Castrum Troinae (unknown)|Castrum Trainae (unknown)|Draginat (unknown)|Targinis (unknown),853.0,Abbey,,http://www.medioevosicilia.eu/markIII/san-michele-arcangelo-di-troina/,Saint Michael the Archangel,representative,1081,1081,Saint Michael of Troina,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 88,91, 92, 250, 392, 393, 452",Count Roger I (Male),monastery,San Michele di Troina,14.6071177,Troina,,2019-10-09T03:54:22.177Z,abbey,"Troina promotes an Arab-Norman itinerary, which includes Saint Michael. However, the monastery is accessed via private property (at the time of our visit, guarded by dogs). It is necessary to call the comune in advance so that contact can be made with the owner.","documentary, archaeological",draft,Norman Conquest of Sicily,Joe Hayes,37.7732506,Basilians,2,Male,1081,Val Demone,unknown,Enna,Joe Hayes,2019-10-09T03:54:22.177Z
http://www.geonames.org/2524170/messina.html,,Massîni (unknown),0.0,Abbey,,,Saint Nicander,associated_modern,1131,1131,Saint Nicander of Messina,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 97, 98, 375 n. 69, 394, 398",,monastery,San Nicandro di Messina,15.554167,Messina,,2019-10-09T03:54:22.187Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,38.216111,Basilians,1,Male,1131,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.187Z
http://www.geonames.org/2524745/fiumedinisi.html,,Flumen Dionysii (unknown)|Fiumenisi (unknown),0.0,Abbey,,,Saint Nicander,associated_modern,1093,1093,Saint Nicander of San Nicone,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42, 46 n.|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 69, 92, 357, 394",Count Roger I (Male),monastery,San Nicandro di San Nicone,15.38099,Fiumedinisi,,2019-10-09T03:54:22.198Z,abbey,"NB: Luigi Santagati, Viabilità e topografia della Sicilia antica, vol 2 (Caltanissetta: Edizioni Lussografica, 2013), 150 (s.v. ""San Nicono""), proposes that San Nicone was near Itala, which would be some distance (>10 miles) away.",documentary,draft,Reign of Count Roger I,Joe Hayes,38.02596,Basilians,1,Male,1093,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.198Z
http://www.geonames.org/2525032/centuripe.html,,Centuripae (unknown)|Centorbi (unknown)|Santurb (unknown)|Certumbium (unknown),0.0,Abbey,Abbey of Saint Mary of Licodia,,Saint Nicholas,associated_modern,1131,1131,Saint Nicholas of Canneto,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 42, 122|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 100",,monastery,San Nicola di Canneto,14.74049,Centuripe,San Nicola di Calamachi (unknown)|San Nicola di Calamio (unknown),2019-10-09T03:54:22.210Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,37.62336,Basilians,2,Male,1131,Val di Noto,unknown,Enna,Joe Hayes,2019-10-09T03:54:22.210Z
http://www.geonames.org/2523658/raccuja.html,,Racuja (unknown)|Raccuglia (unknown)|Rahl kudyah (unknown)|Racudia (unknown)|Raccudia (unknown)|Castrum Raccuiae (unknown),665.0,Abbey,,,Saint Nicholas,representative,before 1101,1101,Saint Nicholas of Fico,google_earth,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 43|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 93, 357, 369, 395, 396",Count Roger I (Male),monastery,San Nicolò di Fico,14.916375,Raccuja,San Nicolò de Ficu (unknown),2019-10-09T03:54:22.221Z,abbey,,documentary,draft,Regency of Countess Adelasia,Joe Hayes,38.0462583,Basilians,2,Male,,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.221Z
http://www.geonames.org/2523920/palermo.html,,Churchuro (unknown)|Churkaru (unknown)|Ci'irchuro (unknown),0.0,Abbey,,,Saint Nicholas,associated_modern,before 1141,1141,Saint Nicholas of Gurguro,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 43, 140, 164-165|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 729|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 151, 410, 411",Theodore of Antioch (Male),monastery,San Nicola lo Gurguro,13.3336542,Palermo,San Nicolò lo Gurguro (unknown)|San Nicolò del Gurguro (unknown),2019-10-09T03:54:22.232Z,abbey,,documentary,draft,Reign of King Roger II,Joe Hayes,38.0787177,Basilians,2,Male,,Val di Mazara,unknown,Palermo,Joe Hayes,2019-10-09T03:54:22.232Z
http://www.geonames.org/2523866/paterno.html,,Bâtarnû (unknown)|Paternio (unknown)|Castrum Paternionis (unknown),0.0,Abbey,Abbey of Saint Agatha of Catania,,Saint Nicholas,associated_modern,before 1174,1174,Saint Nicholas of Paternò,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 43",Geoffrey Secretus (Male),monastery,San Nicolò di Paternò,14.896241,Paternò,,2019-10-09T03:54:22.243Z,abbey,,documentary,draft,Reign of King William II,Joe Hayes,37.56779,Basilians,2,Male,,Val Demone,unknown,Catania,Joe Hayes,2019-10-09T03:54:22.243Z
http://www.geonames.org/2523594/roccella-valdemone.html,,Castrum Aurichelle (unknown)|Castrum Roccellae (unknown),0.0,Abbey,,,Saint Nicholas,associated_modern,before 1112,1112,Saint Nicholas of Pellera,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 43, 46 n.|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 146, 363 n. 30, 401, 421",Countess and Regent Adelasia (Female),monastery,San Nicola di Pellera,15.010865,Roccella Valdemone,,2019-10-09T03:54:22.255Z,abbey,,documentary,draft,Regency of Countess Adelasia,Joe Hayes,37.933354,Basilians,2,Male,,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.255Z
http://www.geonames.org/2522762/villafranca-sicula.html,,,0.0,Abbey,,,Saint Nicholas,associated_modern,1131,1131,Saint Nicholas of Ysa,unknown,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 43|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 99, 399",,monastery,San Nicola di Ysa,13.29048,VIllafranca Sicula,,2019-10-09T03:54:22.266Z,abbey,"Luigi Santagati, Viabilità e topografia della Sicilia antica, vol. 2 (Caltanissetta: Edizioni Lussografica, 2013), 93 (s.v. ""Gesso""), places Ysa 9 kilometers (approximately 5.5 miles) northwest of Messina. This identification (and Pirri's comment) may give us some reason to reconsider the placement of this monastery in the province of Agrigento,",documentary,draft,Reign of King Roger II,Joe Hayes,37.58761,Basilians,2,Male,1131,Val di Mazara,unknown,Agrigento,Joe Hayes,2019-10-09T03:54:22.266Z
http://www.geonames.org/2523487/san-fratello.html,,San Filadelfo (unknown)|San Filadelfio (unknown)|Philadelphos (unknown)|Filad.nt (unknown)|Filadalf (unknown)|Filadelfus (unknown)|Castrum Sancti Filadelli (unknown)|Castrum Sancti Filodelli (unknown)|Philatellus (unknown)|Filadellus (unknown)|Fradellus (unknown)|Tre Santi (unknown),703.0,Abbey,,,Saint Pancras,representative,1131,1131,Saint Pancras of Saint Fratello,generic_handheld_gps,"White, Lynn. Latin Monasticism in Norman Sicily. Cambridge, Mass. :: Mediaeval Academy of America Ann Arbor, Michigan: MPublishing, University of Michigan Library, 1938. http://hdl.handle.net/2027/heb.30929. pp. 43, 45|Giunta, C. F. 1983. ""Il monachesimo basiliano nella Sicilia normanna."" In Basilio di Cesarea, la sua età, la sua opera e il basilianesimo in Sicilia. Messina: Centro di studi umanistici. pp. 730|Scaduto, Mario. Il monachesimo basiliano nella Sicilia medievale : rinascita e decadenza : sec. XI - XIV. Roma: Ed. di ""Storia e Letteratura,"" 1982. pp. 75, 93",,monastery,San Pancrazio di San Fratello,14.5972855386231,San Fratello,,2019-10-09T03:54:22.277Z,abbey,,"documentary, archaeological",draft,Reign of King Roger II,Joe Hayes,38.0328919780564,Basilians,2,Male,1131,Val Demone,unknown,Messina,Joe Hayes,2019-10-09T03:54:22.277Z
